"","ï..REF_DATE","GEO","Sex","Selected.sites.of.cancer..ICD.O.3.","Cancer incidence (age-standardized rate per 100,000 population)"
"240","2002/2004","RÃ©gion du Nunavik, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",890.8
"241","2002/2004","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",598.2
"242","2002/2004","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",549.4
"243","2002/2004","Richmond Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",431.5
"244","2002/2004","Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",528.7
"245","2002/2004","South East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",516.2
"246","2002/2004","South Vancouver Island Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",502.6
"247","2002/2004","South West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",526.3
"248","2002/2004","South Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",506.8
"249","2002/2004","Southern Health, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",502.1
"250","2002/2004","Sudbury and District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",566.2
"251","2002/2004","Sun Country Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",544.3
"252","2002/2004","Sunrise Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",576.9
"253","2002/2004","Thunder Bay District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",543.6
"254","2002/2004","Timiskaming Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",605.9
"255","2002/2004","Toronto Central Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",473.3
"256","2002/2004","Vancouver Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",444
"257","2002/2004","Waterloo Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",487.2
"258","2002/2004","Waterloo Wellington Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",486.2
"259","2002/2004","Wellington-Dufferin-Guelph Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",504.8
"260","2002/2004","Western Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",427.1
"261","2002/2004","Windsor-Essex County Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",518.7
"262","2002/2004","York Regional Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",463.4
"263","2002/2004","Yukon","Both sexes","All invasive primary cancer sites (including in situ bladder)",513.4
"264","2002/2004","Zone 1 - Western, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",563.6
"265","2002/2004","Zone 1 (Moncton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",525.6
"266","2002/2004","Zone 2 - Northern, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",561.7
"267","2002/2004","Zone 2 (Saint John area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",555.1
"268","2002/2004","Zone 3 (Fredericton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",549.3
"269","2002/2004","Zone 4 - Central, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",580.6
"270","2002/2004","Zone 4 (Edmundston area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",489.3
"271","2002/2004","Zone 5 (Campbellton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",510.7
"272","2002/2004","Zone 6 (Bathurst area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",554.8
"273","2002/2004","Zone 7 (Miramichi area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",499.4
"274","2003/2005","Brant County Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",536.1
"275","2003/2005","British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",477.4
"276","2003/2005","Calgary Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",525.1
"278","2003/2005","Central East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",504.9
"279","2003/2005","Central Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",486.3
"280","2003/2005","Central Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",386.6
"281","2003/2005","Central West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",401.1
"282","2003/2005","Central Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",551.3
"283","2003/2005","Champlain Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",496.1
"284","2003/2005","Chatham-Kent Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",529.3
"285","2003/2005","City of Hamilton Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",520.7
"286","2003/2005","City of Ottawa Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",485.4
"287","2003/2005","City of Toronto Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",480.6
"288","2003/2005","Cypress Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",458.7
"289","2003/2005","District of Algoma Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",516.3
"290","2003/2005","East Kootenay Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",448.9
"291","2003/2005","Eastern Ontario Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",528.2
"292","2003/2005","Eastern Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",506.2
"293","2003/2005","Edmonton Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",533.3
"294","2003/2005","Erie St. Clair Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",534.8
"295","2003/2005","Five Hills Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",521.1
"296","2003/2005","Fraser North Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",470.5
"297","2003/2005","Fraser South Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",465.4
"298","2003/2005","Grey Bruce Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",521.6
"299","2003/2005","Haldimand-Norfolk Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",516.7
"300","2003/2005","Hastings and Prince Edward Counties Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",496.3
"301","2003/2005","Heartland Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",608.3
"302","2003/2005","Interlake-Eastern Regional Health Authority, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",566.1
"303","2003/2005","Kelsey Trail Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",484.8
"304","2003/2005","Kingston, Frontenac and Lennox and Addington Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",493.6
"305","2003/2005","Labrador-Grenfell Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",289.5
"306","2003/2005","Lambton Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",547.3
"307","2003/2005","Leeds, Grenville and Lanark District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",512.5
"308","2003/2005","Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",527.6
"309","2003/2005","Middlesex-London Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",553.7
"310","2003/2005","Mississauga Halton Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",522.3
"311","2003/2005","New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",548.6
"312","2003/2005","Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",457.4
"313","2003/2005","North Bay Parry Sound District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",543.9
"314","2003/2005","North East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",544.8
"315","2003/2005","North Simcoe Muskoka Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",533.5
"316","2003/2005","North Vancouver Island Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",551.8
"317","2003/2005","North Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",525.4
"318","2003/2005","Northeast Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",464.3
"319","2003/2005","Northern Interior Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",507.6
"320","2003/2005","Northern Regional Health Authority, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",570.3
"321","2003/2005","Northwestern Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",462.3
"322","2003/2005","Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",574.4
"323","2003/2005","Nunavut","Both sexes","All invasive primary cancer sites (including in situ bladder)",750.3
"324","2003/2005","Okanagan Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",488
"325","2003/2005","Ontario by Local Health Integration Network","Both sexes","All invasive primary cancer sites (including in situ bladder)",506.3
"326","2003/2005","Oxford County Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",540.4
"327","2003/2005","Peel Regional Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",457.8
"328","2003/2005","Peer group A","Both sexes","All invasive primary cancer sites (including in situ bladder)",530.4
"329","2003/2005","Peer group A excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",523.9
"330","2003/2005","Peer group B excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",518.5
"331","2003/2005","Peer group C","Both sexes","All invasive primary cancer sites (including in situ bladder)",534.9
"332","2003/2005","Peer group C excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",527.3
"333","2003/2005","Peer group E","Both sexes","All invasive primary cancer sites (including in situ bladder)",531.2
"334","2003/2005","Peer group E excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",523.5
"335","2003/2005","Peer group F","Both sexes","All invasive primary cancer sites (including in situ bladder)",466.3
"336","2003/2005","Peer group F excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",452.6
"337","2003/2005","Peer group G","Both sexes","All invasive primary cancer sites (including in situ bladder)",495.2
"338","2003/2005","Peer group G excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",471.6
"339","2003/2005","Peer group H","Both sexes","All invasive primary cancer sites (including in situ bladder)",463.7
"340","2003/2005","Peer group I","Both sexes","All invasive primary cancer sites (including in situ bladder)",516.6
"341","2003/2005","Perth District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",519.6
"342","2003/2005","Peterborough County-City Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",513.9
"343","2003/2005","Prairie Mountain Health, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",519.3
"344","2003/2005","Prince Albert Parkland Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",495.3
"345","2003/2005","Prince Edward Island","Both sexes","All invasive primary cancer sites (including in situ bladder)",585.4
"346","2003/2005","Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",550.3
"347","2003/2005","RÃ©gion de l'Outaouais, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",527
"348","2003/2005","RÃ©gion de la CÃ´te-Nord, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",611.2
"349","2003/2005","RÃ©gion de la GaspÃ©sie - ÃŽles-de-la-Madeleine, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",610.3
"350","2003/2005","RÃ©gion de la Mauricie et du Centre-du-QuÃ©bec, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",541.2
"351","2003/2005","RÃ©gion de la MontÃ©rÃ©gie, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",552.4
"352","2003/2005","RÃ©gion de LanaudiÃ¨re, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",580.1
"353","2003/2005","RÃ©gion de Laval, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",546.5
"354","2003/2005","RÃ©gion de MontrÃ©al, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",531.1
"355","2003/2005","RÃ©gion des Laurentides, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",586.7
"356","2003/2005","RÃ©gion du Bas-Saint-Laurent, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",534.1
"357","2003/2005","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",569.6
"358","2003/2005","RÃ©gion du Nunavik, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",665.9
"359","2003/2005","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",591.9
"360","2003/2005","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",564.3
"361","2003/2005","Renfrew County and District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",538.9
"362","2003/2005","Richmond Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",420
"363","2003/2005","Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",526.8
"364","2003/2005","Saskatoon Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",495.7
"365","2003/2005","Simcoe Muskoka District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",532
"366","2003/2005","South East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",509
"367","2003/2005","South Vancouver Island Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",493.9
"368","2003/2005","South West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",541.3
"369","2003/2005","South Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",495
"370","2003/2005","Southern Health, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",479.4
"371","2003/2005","Sudbury and District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",547.6
"372","2003/2005","Sun Country Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",576
"373","2003/2005","Sunrise Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",580.9
"374","2003/2005","Thunder Bay District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",574.6
"375","2003/2005","Timiskaming Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",578
"376","2003/2005","Toronto Central Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",475.7
"377","2003/2005","Vancouver Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",431.7
"378","2003/2005","Waterloo Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",490.3
"379","2003/2005","Waterloo Wellington Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",491.1
"380","2003/2005","Western Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",438.6
"381","2003/2005","Windsor-Essex County Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",531.3
"382","2003/2005","York Regional Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",470.1
"383","2003/2005","Yukon","Both sexes","All invasive primary cancer sites (including in situ bladder)",484.6
"384","2003/2005","Zone 1 - Western, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",561.3
"385","2003/2005","Zone 2 - Northern, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",568.9
"386","2003/2005","Zone 2 (Saint John area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",572.9
"387","2003/2005","Zone 3 (Fredericton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",530.7
"388","2003/2005","Zone 4 (Edmundston area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",523.6
"389","2003/2005","Zone 5 (Campbellton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",518
"390","2003/2005","Zone 6 (Bathurst area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",577.7
"391","2003/2005","Zone 7 (Miramichi area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",542.2
"392","2004/2006","Brant County Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",551.2
"393","2004/2006","Calgary Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",512
"395","2004/2006","Central East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",509.8
"396","2004/2006","Central Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",449.4
"397","2004/2006","Central West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",401.2
"398","2004/2006","Champlain Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",492.3
"399","2004/2006","Chatham-Kent Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",535.8
"400","2004/2006","City of Ottawa Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",480.8
"401","2004/2006","Cypress Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",476.5
"402","2004/2006","District of Algoma Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",534.5
"403","2004/2006","Durham Regional Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",557.6
"404","2004/2006","East Kootenay Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",439.5
"405","2004/2006","Eastern Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",531.9
"406","2004/2006","Edmonton Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",529.8
"407","2004/2006","Elgin-St. Thomas Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",551.9
"408","2004/2006","Five Hills Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",521.4
"409","2004/2006","Fraser East Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",507.5
"410","2004/2006","Fraser North Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",469.7
"411","2004/2006","Fraser South Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",467.3
"412","2004/2006","Grey Bruce Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",522
"413","2004/2006","Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",527.1
"414","2004/2006","Halton Regional Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",519.9
"415","2004/2006","Hastings and Prince Edward Counties Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",490.5
"416","2004/2006","Heartland Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",606.9
"417","2004/2006","Interlake-Eastern Regional Health Authority, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",554.3
"418","2004/2006","Kingston, Frontenac and Lennox and Addington Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",496.9
"419","2004/2006","Kootenay-Boundary Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",486.9
"420","2004/2006","Labrador-Grenfell Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",339.6
"421","2004/2006","Lambton Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",555.2
"422","2004/2006","Leeds, Grenville and Lanark District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",516
"423","2004/2006","Mamawetan/Keewatin/Athabasca, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",581.1
"424","2004/2006","Middlesex-London Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",558.6
"425","2004/2006","Mississauga Halton Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",522.6
"426","2004/2006","New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",564.1
"427","2004/2006","Niagara Regional Area Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",530.5
"428","2004/2006","North East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",541.6
"429","2004/2006","North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",470.2
"430","2004/2006","Northeast Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",481.4
"431","2004/2006","Northern Regional Health Authority, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",559.2
"432","2004/2006","Northwest Territories","Both sexes","All invasive primary cancer sites (including in situ bladder)",514.2
"433","2004/2006","Northwestern Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",442.9
"434","2004/2006","Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",591.8
"435","2004/2006","Nunavut","Both sexes","All invasive primary cancer sites (including in situ bladder)",685.5
"436","2004/2006","Okanagan Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",487.8
"437","2004/2006","Peel Regional Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",459.7
"438","2004/2006","Peer group A","Both sexes","All invasive primary cancer sites (including in situ bladder)",535.2
"439","2004/2006","Peer group A excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",529.9
"440","2004/2006","Peer group B excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",515.7
"441","2004/2006","Peer group D excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",525.5
"442","2004/2006","Peer group E excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",549.8
"443","2004/2006","Peer group F","Both sexes","All invasive primary cancer sites (including in situ bladder)",458.9
"444","2004/2006","Peer group F excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",439.1
"445","2004/2006","Peer group G","Both sexes","All invasive primary cancer sites (including in situ bladder)",497.6
"446","2004/2006","Peer group G excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",475.1
"447","2004/2006","Peer group I","Both sexes","All invasive primary cancer sites (including in situ bladder)",507.1
"448","2004/2006","Porcupine Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",565.6
"449","2004/2006","Prairie North Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",491.6
"450","2004/2006","Prince Edward Island","Both sexes","All invasive primary cancer sites (including in situ bladder)",569.3
"451","2004/2006","Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",550
"452","2004/2006","RÃ©gion de l'Abitibi-TÃ©miscamingue, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",512.8
"453","2004/2006","RÃ©gion de l'Estrie, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",546.7
"454","2004/2006","RÃ©gion de la CÃ´te-Nord, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",632.2
"455","2004/2006","RÃ©gion de la Capitale-Nationale, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",566.5
"456","2004/2006","RÃ©gion de la GaspÃ©sie - ÃŽles-de-la-Madeleine, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",608.7
"457","2004/2006","RÃ©gion de la Mauricie et du Centre-du-QuÃ©bec, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",533.4
"458","2004/2006","RÃ©gion de LanaudiÃ¨re, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",578.5
"459","2004/2006","RÃ©gion de Laval, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",548.3
"460","2004/2006","RÃ©gion de MontrÃ©al, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",531.7
"461","2004/2006","RÃ©gion des Laurentides, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",591.3
"462","2004/2006","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",476.2
"463","2004/2006","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",583
"464","2004/2006","RÃ©gion du Nunavik, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",777.7
"465","2004/2006","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",592.2
"466","2004/2006","Richmond Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",413.9
"467","2004/2006","Saskatoon Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",491.7
"468","2004/2006","Simcoe Muskoka District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",524.2
"469","2004/2006","South East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",509.2
"470","2004/2006","South Vancouver Island Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",500.2
"471","2004/2006","South West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",545.3
"472","2004/2006","South Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",502.9
"473","2004/2006","Southern Health, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",461.9
"474","2004/2006","Sun Country Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",562.8
"475","2004/2006","Sunrise Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",546.1
"476","2004/2006","Thunder Bay District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",578.2
"477","2004/2006","Timiskaming Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",567.4
"478","2004/2006","Toronto Central Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",483.3
