"","ï..REF_DATE","GEO","Sex","All.invasive.primary.cancer.sites..including.in.situ.bladder.","Bronchus.and.lung.cancer..C34.0.C34.9.","Colon..rectum.and.rectosigmoid.junction.cancer..C18.0.C18.9..C19.9..C20.9..C26.0.","Female.breast.cancer..C50.0.C50.9.","Prostate.cancer..C61.9."
"933","2003/2005","Leeds, Grenville and Lanark District Health Unit, Ontario","Males",628.9,98.7,88.2,NA,172.8
"934","2003/2005","Mamawetan/Keewatin/Athabasca, Saskatchewan","Both sexes",513.9,129.9,63.2,NA,NA
"935","2003/2005","Mamawetan/Keewatin/Athabasca, Saskatchewan","Females",429.1,119.7,55,105.4,NA
"936","2003/2005","Mamawetan/Keewatin/Athabasca, Saskatchewan","Males",611.1,142.4,71.9,NA,119.6
"937","2003/2005","Manitoba","Both sexes",527.6,79.6,68.9,NA,NA
"938","2003/2005","Manitoba","Females",477.2,69.9,56,132.1,NA
"939","2003/2005","Manitoba","Males",605.6,93.1,85,NA,146.9
"940","2003/2005","Middlesex-London Health Unit, Ontario","Both sexes",553.7,68,66.6,NA,NA
"941","2003/2005","Middlesex-London Health Unit, Ontario","Females",472.9,56.4,55.3,133.4,NA
"942","2003/2005","Middlesex-London Health Unit, Ontario","Males",664.8,85,80.9,NA,206.4
"943","2003/2005","Mississauga Halton Health Integration Network, Ontario","Both sexes",522.3,57.2,65.4,NA,NA
"944","2003/2005","Mississauga Halton Health Integration Network, Ontario","Females",465.4,49.4,55.5,132.6,NA
"945","2003/2005","Mississauga Halton Health Integration Network, Ontario","Males",604.9,68.2,76.7,NA,193.2
"946","2003/2005","New Brunswick","Both sexes",548.6,90.1,67.1,NA,NA
"947","2003/2005","New Brunswick","Females",459.5,68.1,55.6,124.8,NA
"948","2003/2005","New Brunswick","Males",672.2,121.2,81.3,NA,181.3
"949","2003/2005","Newfoundland and Labrador","Both sexes",457.4,57.2,91.3,NA,NA
"950","2003/2005","Newfoundland and Labrador","Females",400.9,39.6,75,116.2,NA
"951","2003/2005","Newfoundland and Labrador","Males",529,77.7,110.6,NA,120.8
"952","2003/2005","Niagara Regional Area Health Unit, Ontario","Both sexes",515.4,74.4,63.8,NA,NA
"953","2003/2005","Niagara Regional Area Health Unit, Ontario","Females",451.3,62.2,51.4,127.1,NA
"954","2003/2005","Niagara Regional Area Health Unit, Ontario","Males",606.1,91,79.4,NA,179.2
"955","2003/2005","North Bay Parry Sound District Health Unit, Ontario","Both sexes",543.9,85.5,81.7,NA,NA
"956","2003/2005","North Bay Parry Sound District Health Unit, Ontario","Females",474.8,74.5,73.2,119.2,NA
"957","2003/2005","North Bay Parry Sound District Health Unit, Ontario","Males",637.3,102.4,93.8,NA,170.4
"958","2003/2005","North East Health Integration Network, Ontario","Both sexes",544.8,88,75.9,NA,NA
"959","2003/2005","North East Health Integration Network, Ontario","Females",476.1,76.6,60.5,122.4,NA
"960","2003/2005","North East Health Integration Network, Ontario","Males",638.9,105,95.1,NA,159.7
"961","2003/2005","North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia","Both sexes",470.5,52.5,57.8,NA,NA
"962","2003/2005","North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia","Females",426,47.1,49.6,128.4,NA
"963","2003/2005","North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia","Males",529,59.7,66.7,NA,149.3
"964","2003/2005","North Simcoe Muskoka Health Integration Network, Ontario","Both sexes",533.5,77.8,69.1,NA,NA
"965","2003/2005","North Simcoe Muskoka Health Integration Network, Ontario","Females",470.4,68.6,56.2,128.6,NA
"966","2003/2005","North Simcoe Muskoka Health Integration Network, Ontario","Males",618.4,91,84.6,NA,172.9
"967","2003/2005","North Vancouver Island Health Service Delivery Area, British Columbia","Both sexes",551.8,78.9,76.7,NA,NA
"968","2003/2005","North Vancouver Island Health Service Delivery Area, British Columbia","Females",470.7,74.8,68.4,119.3,NA
"969","2003/2005","North Vancouver Island Health Service Delivery Area, British Columbia","Males",648.7,85.5,86.2,NA,167
"970","2003/2005","North West Health Integration Network, Ontario","Both sexes",538.2,79.2,76.7,NA,NA
"971","2003/2005","North West Health Integration Network, Ontario","Females",469.7,65.1,61.7,124.3,NA
"972","2003/2005","North West Health Integration Network, Ontario","Males",635.4,99.5,93.6,NA,170.8
"973","2003/2005","North Zone, Alberta","Both sexes",525.4,74.3,65.3,NA,NA
"974","2003/2005","North Zone, Alberta","Females",448.5,61.9,56.5,114.6,NA
"975","2003/2005","North Zone, Alberta","Males",614.6,88.9,74.4,NA,184.2
"976","2003/2005","Northeast Health Service Delivery Area, British Columbia","Both sexes",464.3,74.7,65.9,NA,NA
"977","2003/2005","Northeast Health Service Delivery Area, British Columbia","Females",391.1,49.4,61.1,110.5,NA
"978","2003/2005","Northeast Health Service Delivery Area, British Columbia","Males",565.9,107.3,70.2,NA,158.1
"979","2003/2005","Northern Interior Health Service Delivery Area, British Columbia","Both sexes",507.6,88.5,61.6,NA,NA
"980","2003/2005","Northern Interior Health Service Delivery Area, British Columbia","Females",438.2,84.6,45.3,120.9,NA
"981","2003/2005","Northern Interior Health Service Delivery Area, British Columbia","Males",587.1,94.9,78.7,NA,170
"982","2003/2005","Northern Regional Health Authority, Manitoba","Both sexes",570.3,112,80.7,NA,NA
"983","2003/2005","Northern Regional Health Authority, Manitoba","Females",490.4,70.7,74.8,117.7,NA
"984","2003/2005","Northern Regional Health Authority, Manitoba","Males",675.6,159.2,86.8,NA,144.9
"985","2003/2005","Northwest Health Service Delivery Area, British Columbia","Both sexes",527.6,69.2,83.9,NA,NA
"986","2003/2005","Northwest Health Service Delivery Area, British Columbia","Females",454.6,61,76.8,136.2,NA
"987","2003/2005","Northwest Health Service Delivery Area, British Columbia","Males",606.4,79.3,88.3,NA,166.4
"988","2003/2005","Northwest Territories","Both sexes",571.6,94.2,111.4,NA,NA
"989","2003/2005","Northwest Territories","Females",524.8,105,76.9,157.6,NA
"990","2003/2005","Northwest Territories","Males",673.5,87,178.8,NA,165.6
"991","2003/2005","Northwestern Health Unit, Ontario","Both sexes",462.3,73.5,74,NA,NA
"992","2003/2005","Northwestern Health Unit, Ontario","Females",442.8,62.9,62.9,121.1,NA
"993","2003/2005","Northwestern Health Unit, Ontario","Males",501,90.8,83.9,NA,76.8
"994","2003/2005","Nova Scotia","Both sexes",574.4,88.7,81.3,NA,NA
"995","2003/2005","Nova Scotia","Females",483.9,68.4,66.5,126.4,NA
"996","2003/2005","Nova Scotia","Males",696,116.4,100,NA,178.1
"997","2003/2005","Nunavut","Both sexes",750.3,322.5,158.2,NA,NA
"998","2003/2005","Nunavut","Females",706.8,307.8,125.1,80.2,NA
"999","2003/2005","Nunavut","Males",816.4,333.7,184.9,NA,48.6
"1000","2003/2005","Okanagan Health Service Delivery Area, British Columbia","Both sexes",488,77,58.4,NA,NA
"1001","2003/2005","Okanagan Health Service Delivery Area, British Columbia","Females",428.6,71.8,43.9,118.7,NA
"1002","2003/2005","Okanagan Health Service Delivery Area, British Columbia","Males",560.9,83.7,75.3,NA,141.2
"1003","2003/2005","Ontario by Health Unit","Both sexes",506.3,65.4,64.4,NA,NA
"1004","2003/2005","Ontario by Health Unit","Females",448.9,54.5,53.6,125.1,NA
"1005","2003/2005","Ontario by Health Unit","Males",587.8,80.4,77.3,NA,171.3
"1006","2003/2005","Ontario by Local Health Integration Network","Both sexes",506.3,65.4,64.4,NA,NA
"1007","2003/2005","Ontario by Local Health Integration Network","Females",448.9,54.5,53.6,125.1,NA
"1008","2003/2005","Ontario by Local Health Integration Network","Males",587.8,80.4,77.3,NA,171.3
"1009","2003/2005","Oxford County Health Unit, Ontario","Both sexes",540.4,63.6,71.1,NA,NA
"1010","2003/2005","Oxford County Health Unit, Ontario","Females",483.3,49.9,66.8,133.1,NA
"1011","2003/2005","Oxford County Health Unit, Ontario","Males",623.3,81.3,76.2,NA,184.3
"1012","2003/2005","Peel Regional Health Unit, Ontario","Both sexes",457.8,48.4,56.3,NA,NA
"1013","2003/2005","Peel Regional Health Unit, Ontario","Females",406,39.7,47.5,114.2,NA
"1014","2003/2005","Peel Regional Health Unit, Ontario","Males",529.9,60,66.2,NA,177
"1015","2003/2005","Perth District Health Unit, Ontario","Both sexes",519.6,56.9,66.5,NA,NA
"1016","2003/2005","Perth District Health Unit, Ontario","Females",463.4,40.5,59.6,139.6,NA
"1017","2003/2005","Perth District Health Unit, Ontario","Males",599,76.4,76.6,NA,201.8
"1018","2003/2005","Peterborough County-City Health Unit, Ontario","Both sexes",513.9,77.4,68.6,NA,NA
"1019","2003/2005","Peterborough County-City Health Unit, Ontario","Females",471.7,69.3,60.7,122.5,NA
"1020","2003/2005","Peterborough County-City Health Unit, Ontario","Males",577.6,89.7,74.8,NA,155.7
"1021","2003/2005","Porcupine Health Unit, Ontario","Both sexes",565.3,95.8,79,NA,NA
"1022","2003/2005","Porcupine Health Unit, Ontario","Females",489.7,86.2,58.5,109.9,NA
"1023","2003/2005","Porcupine Health Unit, Ontario","Males",671,108.5,107.1,NA,162.1
"1024","2003/2005","Prairie Mountain Health, Manitoba","Both sexes",519.3,74.5,74.6,NA,NA
"1025","2003/2005","Prairie Mountain Health, Manitoba","Females",469,68.3,58.5,124.4,NA
"1026","2003/2005","Prairie Mountain Health, Manitoba","Males",592,83.7,94.3,NA,151.9
"1027","2003/2005","Prairie North Regional Health Authority, Saskatchewan","Both sexes",486.6,65.9,65.3,NA,NA
"1028","2003/2005","Prairie North Regional Health Authority, Saskatchewan","Females",393.6,46.2,44.7,105.9,NA
"1029","2003/2005","Prairie North Regional Health Authority, Saskatchewan","Males",587.6,86.9,85.7,NA,174.4
"1030","2003/2005","Prince Albert Parkland Regional Health Authority, Saskatchewan","Both sexes",495.3,66.8,71.5,NA,NA
"1031","2003/2005","Prince Albert Parkland Regional Health Authority, Saskatchewan","Females",417.6,41.8,53.1,111.6,NA
"1032","2003/2005","Prince Albert Parkland Regional Health Authority, Saskatchewan","Males",585.2,98.3,92.5,NA,177.5
"1033","2003/2005","Prince Edward Island","Both sexes",585.4,84.1,79.7,NA,NA
"1034","2003/2005","Prince Edward Island","Females",488.9,69.2,72,138.8,NA
"1035","2003/2005","Prince Edward Island","Males",706.8,105.5,87.6,NA,209.2
"1036","2003/2005","Quebec","Both sexes",550.3,96.6,73.1,NA,NA
"1037","2003/2005","Quebec","Females",482.1,72.3,60.3,131,NA
"1038","2003/2005","Quebec","Males",661.5,132.9,89.6,NA,142.1
"1039","2003/2005","RÃ©gion de l'Abitibi-TÃ©miscamingue, Quebec","Both sexes",528.8,108,72.6,NA,NA
"1040","2003/2005","RÃ©gion de l'Abitibi-TÃ©miscamingue, Quebec","Females",448.8,79.7,48.7,122,NA
"1041","2003/2005","RÃ©gion de l'Abitibi-TÃ©miscamingue, Quebec","Males",637,146.8,100.8,NA,126.8
"1042","2003/2005","RÃ©gion de l'Estrie, Quebec","Both sexes",543.4,87.4,71.6,NA,NA
"1043","2003/2005","RÃ©gion de l'Estrie, Quebec","Females",478.8,65,63.3,123.9,NA
"1044","2003/2005","RÃ©gion de l'Estrie, Quebec","Males",653.3,119.4,83.8,NA,140.6
"1045","2003/2005","RÃ©gion de l'Outaouais, Quebec","Both sexes",527,111.3,77.1,NA,NA
"1046","2003/2005","RÃ©gion de l'Outaouais, Quebec","Females",469.5,84.8,67.7,124,NA
"1047","2003/2005","RÃ©gion de l'Outaouais, Quebec","Males",622.2,152.6,89,NA,95.3
"1048","2003/2005","RÃ©gion de la CÃ´te-Nord, Quebec","Both sexes",611.2,134.2,67.1,NA,NA
"1049","2003/2005","RÃ©gion de la CÃ´te-Nord, Quebec","Females",520.1,90.1,49.5,126.8,NA
"1050","2003/2005","RÃ©gion de la CÃ´te-Nord, Quebec","Males",722.9,187.3,87.5,NA,133.6
"1051","2003/2005","RÃ©gion de la Capitale-Nationale, Quebec","Both sexes",566.2,89.8,72.1,NA,NA
"1052","2003/2005","RÃ©gion de la Capitale-Nationale, Quebec","Females",491.1,67.3,59.9,139.8,NA
"1053","2003/2005","RÃ©gion de la Capitale-Nationale, Quebec","Males",698,127,87.7,NA,164.7
"1054","2003/2005","RÃ©gion de la ChaudiÃ¨re-Appalaches, Quebec","Both sexes",549.4,91.3,67.4,NA,NA
"1055","2003/2005","RÃ©gion de la ChaudiÃ¨re-Appalaches, Quebec","Females",460.9,59.2,54.4,129.8,NA
"1056","2003/2005","RÃ©gion de la ChaudiÃ¨re-Appalaches, Quebec","Males",682.6,136.1,83.5,NA,165
"1057","2003/2005","RÃ©gion de la GaspÃ©sie - ÃŽles-de-la-Madeleine, Quebec","Both sexes",610.3,121.3,73.7,NA,NA
"1058","2003/2005","RÃ©gion de la GaspÃ©sie - ÃŽles-de-la-Madeleine, Quebec","Females",526.6,70,64.7,142.8,NA
"1059","2003/2005","RÃ©gion de la GaspÃ©sie - ÃŽles-de-la-Madeleine, Quebec","Males",723.2,184.8,81.6,NA,127.7
"1060","2003/2005","RÃ©gion de la Mauricie et du Centre-du-QuÃ©bec, Quebec","Both sexes",541.2,99,73.9,NA,NA
"1061","2003/2005","RÃ©gion de la Mauricie et du Centre-du-QuÃ©bec, Quebec","Females",463.5,70.3,65,119.5,NA
"1062","2003/2005","RÃ©gion de la Mauricie et du Centre-du-QuÃ©bec, Quebec","Males",664.7,140.8,85.9,NA,155.2
"1063","2003/2005","RÃ©gion de la MontÃ©rÃ©gie, Quebec","Both sexes",552.4,96.9,77.4,NA,NA
"1064","2003/2005","RÃ©gion de la MontÃ©rÃ©gie, Quebec","Females",480.8,77,62.5,129.6,NA
"1065","2003/2005","RÃ©gion de la MontÃ©rÃ©gie, Quebec","Males",664,127.4,96,NA,151.8
"1066","2003/2005","RÃ©gion de LanaudiÃ¨re, Quebec","Both sexes",580.1,121.4,75.3,NA,NA
"1067","2003/2005","RÃ©gion de LanaudiÃ¨re, Quebec","Females",495.3,89.6,61.8,135,NA
"1068","2003/2005","RÃ©gion de LanaudiÃ¨re, Quebec","Males",706.2,166.3,90.2,NA,148
"1069","2003/2005","RÃ©gion de Laval, Quebec","Both sexes",546.5,93.2,71.6,NA,NA
"1070","2003/2005","RÃ©gion de Laval, Quebec","Females",478.4,72.4,57.8,128.1,NA
"1071","2003/2005","RÃ©gion de Laval, Quebec","Males",655.7,124,89.7,NA,134.5
"1072","2003/2005","RÃ©gion de MontrÃ©al, Quebec","Both sexes",531.1,85.6,68.4,NA,NA
"1073","2003/2005","RÃ©gion de MontrÃ©al, Quebec","Females",478.7,66.5,56.9,128.8,NA
"1074","2003/2005","RÃ©gion de MontrÃ©al, Quebec","Males",627.7,115.3,85,NA,128.1
"1075","2003/2005","RÃ©gion des Laurentides, Quebec","Both sexes",586.7,112.5,78.3,NA,NA
"1076","2003/2005","RÃ©gion des Laurentides, Quebec","Females",510.3,90.7,61.6,127.9,NA
"1077","2003/2005","RÃ©gion des Laurentides, Quebec","Males",690.8,141.9,97.2,NA,162.9
"1078","2003/2005","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Both sexes",456.5,76.6,69.5,NA,NA
"1079","2003/2005","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Females",484,67.4,62.2,135.8,NA
"1080","2003/2005","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Males",408.6,84.4,70.4,NA,94.8
"1081","2003/2005","RÃ©gion du Bas-Saint-Laurent, Quebec","Both sexes",534.1,102.6,75.1,NA,NA
"1082","2003/2005","RÃ©gion du Bas-Saint-Laurent, Quebec","Females",474.8,65.4,62.4,152.1,NA
"1083","2003/2005","RÃ©gion du Bas-Saint-Laurent, Quebec","Males",627.4,154,90.5,NA,124.3
"1084","2003/2005","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Both sexes",569.6,97.4,118.5,NA,NA
"1085","2003/2005","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Females",503.9,62.8,76.8,151.9,NA
"1086","2003/2005","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Males",714,127.8,221.9,NA,105
"1087","2003/2005","RÃ©gion du Nunavik, Quebec","Both sexes",665.9,201.1,128.8,NA,NA
"1088","2003/2005","RÃ©gion du Nunavik, Quebec","Females",782.8,176.9,139.1,81.5,NA
"1089","2003/2005","RÃ©gion du Nunavik, Quebec","Males",540.3,217,101.3,NA,NA
"1090","2003/2005","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Both sexes",591.9,108,85.2,NA,NA
"1091","2003/2005","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Females",519,70.2,69.2,164,NA
"1092","2003/2005","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Males",720.6,164,105.7,NA,135.9
"1093","2003/2005","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Both sexes",564.3,79.9,72.2,NA,NA
"1094","2003/2005","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Females",460.3,72.5,59.7,121.7,NA
"1095","2003/2005","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Males",702.1,92.1,87.3,NA,250.3
"1096","2003/2005","Renfrew County and District Health Unit, Ontario","Both sexes",538.9,82.1,85.4,NA,NA
"1097","2003/2005","Renfrew County and District Health Unit, Ontario","Females",496,77.3,77.8,127.3,NA
"1098","2003/2005","Renfrew County and District Health Unit, Ontario","Males",604.9,90.8,96.3,NA,142.6
"1099","2003/2005","Richmond Health Service Delivery Area, British Columbia","Both sexes",420,55.3,57.7,NA,NA
"1100","2003/2005","Richmond Health Service Delivery Area, British Columbia","Females",380.9,47.5,48.9,121.6,NA
"1101","2003/2005","Richmond Health Service Delivery Area, British Columbia","Males",476.3,65.8,68,NA,119.5
"1102","2003/2005","Saskatchewan","Both sexes",526.8,69.5,70.9,NA,NA
"1103","2003/2005","Saskatchewan","Females",442.4,58.9,56.7,124.9,NA
"1104","2003/2005","Saskatchewan","Males",634.9,84.1,87.1,NA,208.2
"1105","2003/2005","Saskatoon Regional Health Authority, Saskatchewan","Both sexes",495.7,56.7,67.9,NA,NA
"1106","2003/2005","Saskatoon Regional Health Authority, Saskatchewan","Females",425.5,46.9,57,126.4,NA
"1107","2003/2005","Saskatoon Regional Health Authority, Saskatchewan","Males",591.5,70.6,79.1,NA,172
"1108","2003/2005","Simcoe Muskoka District Health Unit, Ontario","Both sexes",532,75.4,67.7,NA,NA
"1109","2003/2005","Simcoe Muskoka District Health Unit, Ontario","Females",468.7,65.9,55.7,129.8,NA
"1110","2003/2005","Simcoe Muskoka District Health Unit, Ontario","Males",616,88.6,81.8,NA,178.6
"1111","2003/2005","South East Health Integration Network, Ontario","Both sexes",509,80.2,67.6,NA,NA
"1112","2003/2005","South East Health Integration Network, Ontario","Females",451.2,66.8,56.6,123.1,NA
"1113","2003/2005","South East Health Integration Network, Ontario","Males",587.8,97.7,80.5,NA,141.4
"1114","2003/2005","South Vancouver Island Health Service Delivery Area, British Columbia","Both sexes",493.9,59.2,59.5,NA,NA
"1115","2003/2005","South Vancouver Island Health Service Delivery Area, British Columbia","Females",434.8,52.3,50.3,124.7,NA
"1116","2003/2005","South Vancouver Island Health Service Delivery Area, British Columbia","Males",578.2,69.5,71.3,NA,164.1
"1117","2003/2005","South West Health Integration Network, Ontario","Both sexes",541.3,65.8,67.4,NA,NA
"1118","2003/2005","South West Health Integration Network, Ontario","Females",469.7,54.4,56.3,132,NA
"1119","2003/2005","South West Health Integration Network, Ontario","Males",636.2,80.8,80.3,NA,200.3
"1120","2003/2005","South Zone, Alberta","Both sexes",495,63.5,57.6,NA,NA
"1121","2003/2005","South Zone, Alberta","Females",448.4,55.9,53.4,126,NA
"1122","2003/2005","South Zone, Alberta","Males",561.7,74.5,63.3,NA,159.1
"1123","2003/2005","Southern Health, Manitoba","Both sexes",479.4,64.2,62.7,NA,NA
"1124","2003/2005","Southern Health, Manitoba","Females",413.8,48.1,48.1,123,NA
"1125","2003/2005","Southern Health, Manitoba","Males",565.2,83.7,80.1,NA,133.7
"1126","2003/2005","Sudbury and District Health Unit, Ontario","Both sexes",547.6,85.6,77.6,NA,NA
"1127","2003/2005","Sudbury and District Health Unit, Ontario","Females",479.6,76,59.6,123.4,NA
"1128","2003/2005","Sudbury and District Health Unit, Ontario","Males",641.3,100.9,98.6,NA,150.4
"1129","2003/2005","Sun Country Regional Health Authority, Saskatchewan","Both sexes",576,79.2,74.6,NA,NA
"1130","2003/2005","Sun Country Regional Health Authority, Saskatchewan","Females",506.2,62.7,57.7,141.6,NA
"1131","2003/2005","Sun Country Regional Health Authority, Saskatchewan","Males",661.2,100.1,95.1,NA,254.5
"1132","2003/2005","Sunrise Regional Health Authority, Saskatchewan","Both sexes",580.9,72.8,75.1,NA,NA
"1133","2003/2005","Sunrise Regional Health Authority, Saskatchewan","Females",487.4,62.1,61.2,152.3,NA
"1134","2003/2005","Sunrise Regional Health Authority, Saskatchewan","Males",701.1,87.7,91.7,NA,247.3
"1135","2003/2005","Thompson/Cariboo Health Service Delivery Area, British Columbia","Both sexes",506.2,83.8,62.8,NA,NA
"1136","2003/2005","Thompson/Cariboo Health Service Delivery Area, British Columbia","Females",437.1,76.4,49,116.9,NA
"1137","2003/2005","Thompson/Cariboo Health Service Delivery Area, British Columbia","Males",585.7,93.5,76.1,NA,151.8
"1138","2003/2005","Thunder Bay District Health Unit, Ontario","Both sexes",574.6,82.1,78,NA,NA
"1139","2003/2005","Thunder Bay District Health Unit, Ontario","Females",483.7,66.4,61,125.6,NA
"1140","2003/2005","Thunder Bay District Health Unit, Ontario","Males",699.9,103.8,98.1,NA,215.6
"1141","2003/2005","Timiskaming Health Unit, Ontario","Both sexes",578,101.4,90.7,NA,NA
"1142","2003/2005","Timiskaming Health Unit, Ontario","Females",467.7,87.9,61.1,117,NA
"1143","2003/2005","Timiskaming Health Unit, Ontario","Males",726.3,119.8,129.6,NA,162.8
"1144","2003/2005","Toronto Central Health Integration Network, Ontario","Both sexes",475.7,54.8,55.1,NA,NA
"1145","2003/2005","Toronto Central Health Integration Network, Ontario","Females",432.9,42.5,47.3,123.7,NA
"1146","2003/2005","Toronto Central Health Integration Network, Ontario","Males",540.7,71.3,65,NA,149.7
"1147","2003/2005","Vancouver Health Service Delivery Area, British Columbia","Both sexes",431.7,54.7,54.1,NA,NA
"1148","2003/2005","Vancouver Health Service Delivery Area, British Columbia","Females",382.8,44.8,47.3,109.7,NA
"1149","2003/2005","Vancouver Health Service Delivery Area, British Columbia","Males",499.8,68.5,62.7,NA,131.8
"1150","2003/2005","Waterloo Health Unit, Ontario","Both sexes",490.3,58.2,62.8,NA,NA
"1151","2003/2005","Waterloo Health Unit, Ontario","Females",428.3,46.4,56.2,111.3,NA
"1152","2003/2005","Waterloo Health Unit, Ontario","Males",581.9,74.2,72.1,NA,179.3
"1153","2003/2005","Waterloo Wellington Health Integration Network, Ontario","Both sexes",491.1,59.5,62,NA,NA
"1154","2003/2005","Waterloo Wellington Health Integration Network, Ontario","Females",432,47.2,54.7,114.8,NA
"1155","2003/2005","Waterloo Wellington Health Integration Network, Ontario","Males",578.5,75.8,71,NA,179.3
"1156","2003/2005","Wellington-Dufferin-Guelph Health Unit, Ontario","Both sexes",509.3,63.3,61.5,NA,NA
"1157","2003/2005","Wellington-Dufferin-Guelph Health Unit, Ontario","Females",454.8,52.2,52.5,123.1,NA
"1158","2003/2005","Wellington-Dufferin-Guelph Health Unit, Ontario","Males",591.6,77.9,71.3,NA,183.6
"1159","2003/2005","Western Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes",438.6,55,82,NA,NA
"1160","2003/2005","Western Regional Integrated Health Authority, Newfoundland and Labrador","Females",371.6,38.3,61.4,118.2,NA
"1161","2003/2005","Western Regional Integrated Health Authority, Newfoundland and Labrador","Males",526.4,74.6,107.7,NA,143.8
"1162","2003/2005","Windsor-Essex County Health Unit, Ontario","Both sexes",531.3,80.7,67.3,NA,NA
"1163","2003/2005","Windsor-Essex County Health Unit, Ontario","Females",468.9,65.9,56.6,127,NA
"1164","2003/2005","Windsor-Essex County Health Unit, Ontario","Males",626,101.3,81.5,NA,187.1
"1165","2003/2005","Winnipeg Regional Health Authority, Manitoba","Both sexes",531.3,82.2,67.1,NA,NA
"1166","2003/2005","Winnipeg Regional Health Authority, Manitoba","Females",485.5,73.2,56.4,134.5,NA
"1167","2003/2005","Winnipeg Regional Health Authority, Manitoba","Males",610.7,95.8,81.1,NA,144.4
"1168","2003/2005","York Regional Health Unit, Ontario","Both sexes",470.1,49.6,60.4,NA,NA
"1169","2003/2005","York Regional Health Unit, Ontario","Females",428.6,41.6,52.6,118.4,NA
"1170","2003/2005","York Regional Health Unit, Ontario","Males",527,59.8,68.3,NA,155.9
"1171","2003/2005","Yukon","Both sexes",484.6,75.5,76.5,NA,NA
"1172","2003/2005","Yukon","Females",433,49.7,69.5,139.8,NA
"1173","2003/2005","Yukon","Males",541.6,97.5,76.9,NA,163.8
"1174","2003/2005","Zone 1 - Western, Nova Scotia","Both sexes",561.3,80.5,81.1,NA,NA
"1175","2003/2005","Zone 1 - Western, Nova Scotia","Females",442.8,56,67.1,112.2,NA
"1176","2003/2005","Zone 1 - Western, Nova Scotia","Males",708.6,111.4,97.5,NA,183.4
"1177","2003/2005","Zone 1 (Moncton area), New Brunswick","Both sexes",544.3,88.9,71.6,NA,NA
"1178","2003/2005","Zone 1 (Moncton area), New Brunswick","Females",451.5,70.8,56.5,123.2,NA
"1179","2003/2005","Zone 1 (Moncton area), New Brunswick","Males",671,114.7,90.5,NA,169.8
"1180","2003/2005","Zone 2 - Northern, Nova Scotia","Both sexes",568.9,92.4,81.9,NA,NA
"1181","2003/2005","Zone 2 - Northern, Nova Scotia","Females",486,70.8,69,120.4,NA
"1182","2003/2005","Zone 2 - Northern, Nova Scotia","Males",673.2,120.3,96.7,NA,188.3
"1183","2003/2005","Zone 2 (Saint John area), New Brunswick","Both sexes",572.9,90.7,62.6,NA,NA
"1184","2003/2005","Zone 2 (Saint John area), New Brunswick","Females",476.3,76.5,52.9,126.1,NA
"1185","2003/2005","Zone 2 (Saint John area), New Brunswick","Males",707.1,114.2,75.1,NA,199.4
"1186","2003/2005","Zone 3 - Eastern, Nova Scotia","Both sexes",591.1,100.3,83.6,NA,NA
"1187","2003/2005","Zone 3 - Eastern, Nova Scotia","Females",505.3,70.2,60.5,144.7,NA
"1188","2003/2005","Zone 3 - Eastern, Nova Scotia","Males",714.1,140.7,114.1,NA,156.7
"1189","2003/2005","Zone 3 (Fredericton area), New Brunswick","Both sexes",530.7,90.3,62.8,NA,NA
"1190","2003/2005","Zone 3 (Fredericton area), New Brunswick","Females",466.1,67.9,52.4,130.4,NA
"1191","2003/2005","Zone 3 (Fredericton area), New Brunswick","Males",626.3,119.5,76,NA,165.5
"1192","2003/2005","Zone 4 - Central, Nova Scotia","Both sexes",576.3,85.5,79.9,NA,NA
"1193","2003/2005","Zone 4 - Central, Nova Scotia","Females",498.4,74.7,68.3,128.9,NA
"1194","2003/2005","Zone 4 - Central, Nova Scotia","Males",688.1,102.7,95.3,NA,179.2
"1195","2003/2005","Zone 4 (Edmundston area), New Brunswick","Both sexes",523.6,87.2,76.8,NA,NA
"1196","2003/2005","Zone 4 (Edmundston area), New Brunswick","Females",469.7,52.7,73.6,100.2,NA
"1197","2003/2005","Zone 4 (Edmundston area), New Brunswick","Males",608.5,137.7,78.5,NA,135.2
"1198","2003/2005","Zone 5 (Campbellton area), New Brunswick","Both sexes",518,99.7,65.4,NA,NA
"1199","2003/2005","Zone 5 (Campbellton area), New Brunswick","Females",399.5,58.7,36.8,118.2,NA
"1200","2003/2005","Zone 5 (Campbellton area), New Brunswick","Males",679.1,157.5,94.3,NA,176.3
"1201","2003/2005","Zone 6 (Bathurst area), New Brunswick","Both sexes",577.7,92.5,67.2,NA,NA
